Transaction_ID,Patient_ID,Start_Time,End_Time,Latency_Seconds,Status
178,CLOUD_LAT_XRD_20260219_180936_P000003,1771524593.389268039,1771524593.464865962,.075597923,SUCCESS
179,CLOUD_LAT_XRD_20260219_180936_P000004,1771524593.476053680,1771524593.550786671,.074732991,SUCCESS
180,CLOUD_LAT_XRD_20260219_180936_P000005,1771524593.562153495,1771524593.636570973,.074417478,SUCCESS
181,CLOUD_LAT_XRD_20260219_180936_P000001,1771524593.647701989,1771524593.722167370,.074465381,SUCCESS
182,CLOUD_LAT_XRD_20260219_180936_P000002,1771524593.733592197,1771524593.807880171,.074287974,SUCCESS
183,CLOUD_LAT_XRD_20260219_180936_P000003,1771524593.819079889,1771524593.893374064,.074294175,SUCCESS
184,CLOUD_LAT_XRD_20260219_180936_P000004,1771524593.904746388,1771524593.979696886,.074950498,SUCCESS
185,CLOUD_LAT_XRD_20260219_180936_P000005,1771524593.991068711,1771524594.067718573,.076649862,SUCCESS
186,CLOUD_LAT_XRD_20260219_180936_P000001,1771524594.078592679,1771524594.153631881,.075039202,SUCCESS
187,CLOUD_LAT_XRD_20260219_180936_P000002,1771524594.164888502,1771524594.238880264,.073991762,SUCCESS
188,CLOUD_LAT_XRD_20260219_180936_P000003,1771524594.250169786,1771524594.323377720,.073207934,SUCCESS
189,CLOUD_LAT_XRD_20260219_180936_P000004,1771524594.334640141,1771524594.407282253,.072642112,SUCCESS
190,CLOUD_LAT_XRD_20260219_180936_P000005,1771524594.418679079,1771524594.491083082,.072404003,SUCCESS
191,CLOUD_LAT_XRD_20260219_180936_P000001,1771524594.502323202,1771524594.575883849,.073560647,SUCCESS
192,CLOUD_LAT_XRD_20260219_180936_P000002,1771524594.586961563,1771524594.659939988,.072978425,SUCCESS
193,CLOUD_LAT_XRD_20260219_180936_P000003,1771524594.671169307,1771524594.743872422,.072703115,SUCCESS
194,CLOUD_LAT_XRD_20260219_180936_P000004,1771524594.755197045,1771524594.826566411,.071369366,SUCCESS
195,CLOUD_LAT_XRD_20260219_180936_P000005,1771524594.838204945,1771524594.909215997,.071011052,SUCCESS
196,CLOUD_LAT_XRD_20260219_180936_P000001,1771524594.920510718,1771524594.993562946,.073052228,SUCCESS
197,CLOUD_LAT_XRD_20260219_180936_P000002,1771524595.004903069,1771524595.080304385,.075401316,SUCCESS
198,CLOUD_LAT_XRD_20260219_180936_P000003,1771524595.091621807,1771524595.166865117,.075243310,SUCCESS
